state_residency,is_in_state,urban_centric_locale,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_submitted_month,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,total_aid_package,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity
MA,0,City,11508.0,49458.0,0,0,4.0,69.0,Regional Comprehensive,45166.0,155.5,12,-0.0,1.0,64.0,21718.0,7007.0,28725.0,16441.0,0,0.3324,0.636,4933.0,0.0368
IA,0,Suburb,12039.0,72376.0,1,0,3.06,73.0,R2 Doctoral,73705.0,86.0,10,-0.866,0.5,61.9,26651.0,16683.0,43334.0,30371.0,1,0.4196,0.5879,18332.0,0.1636
MS,0,City,38425.0,125396.0,0,0,2.91,51.0,Community College,18810.0,50.2,8,-0.866,-0.5,36.1,0.0,0.0,0.0,18810.0,0,0.15,0.0,0.0,0.04
WA,0,Suburb,38244.0,187384.0,0,0,3.44,51.0,Community College,18922.0,80.9,1,0.5,0.866,60.4,622.0,0.0,622.0,18300.0,1,0.0977,0.0329,0.0,0.1515
OH,1,Rural,15915.0,77486.0,0,0,2.38,23.0,Regional Comprehensive,29673.0,262.3,4,0.866,-0.5,27.8,8102.0,3408.0,11510.0,18163.0,0,0.2344,0.3879,2248.0,0.0777
PA,0,City,15065.0,68514.0,0,0,2.34,32.0,Regional Comprehensive,47515.0,407.5,2,0.866,0.5,55.1,14998.0,6551.0,21549.0,25966.0,0,0.379,0.4535,10901.0,0.028
AL,0,City,3270.0,28360.0,1,1,3.41,58.0,Regional Comprehensive,45429.0,369.9,11,-0.5,0.866,67.1,20554.0,14808.0,35362.0,10067.0,0,0.355,0.7784,6797.0,0.1032
MA,0,Town,53518.0,197161.0,0,0,2.37,35.0,Community College,15626.0,55.5,11,-0.5,0.866,69.4,268.0,0.0,268.0,15358.0,1,0.0779,0.0172,0.0,0.0761
CA,0,Suburb,15569.0,89941.0,0,0,3.07,74.0,Regional Comprehensive,40221.0,28.0,8,-0.866,-0.5,42.8,15368.0,5388.0,20756.0,19465.0,0,0.2164,0.516,3896.0,0.0376
TX,0,Rural,11477.0,69431.0,0,0,3.8,97.0,R2 Doctoral,48673.0,400.7,6,0.0,-1.0,93.0,19756.0,7122.0,26878.0,21795.0,0,0.3139,0.5522,10318.0,0.122
IA,0,Suburb,14839.0,66919.0,0,0,3.56,75.0,Regional Comprehensive,45453.0,327.6,2,0.866,0.5,32.0,21006.0,7809.0,28815.0,16638.0,0,0.2486,0.634,1799.0,0.0154
CT,0,Suburb,20579.0,81607.0,0,0,3.05,75.0,R2 Doctoral,56877.0,146.3,1,0.5,0.866,69.1,23634.0,9385.0,33019.0,23858.0,0,0.2924,0.5805,3279.0,0.1754
NE,0,Rural,25556.0,109720.0,0,0,2.7,46.0,Regional Comprehensive,45446.0,85.9,10,-0.866,0.5,62.7,13739.0,4174.0,17913.0,27533.0,1,0.2509,0.3942,1977.0,0.0901
OH,1,City,20530.0,119946.0,0,0,2.28,25.0,R1 Research,51448.0,7.9,2,0.866,0.5,70.3,7005.0,6276.0,13281.0,38167.0,1,0.3182,0.2581,17637.0,0.0796
MN,0,Town,44357.0,200742.0,0,0,2.46,33.0,Regional Comprehensive,39490.0,315.0,2,0.866,0.5,67.1,10096.0,0.0,10096.0,29394.0,1,0.1464,0.2557,0.0,0.2222
LA,0,Suburb,10158.0,74962.0,1,0,3.08,59.0,Liberal Arts College,88257.0,440.2,2,0.866,0.5,65.4,30932.0,14493.0,45425.0,42832.0,1,0.5714,0.5147,32674.0,0.0294
NY,0,Town,41311.0,222576.0,0,0,3.69,86.0,R2 Doctoral,57137.0,62.1,2,0.866,0.5,90.4,24693.0,4178.0,28871.0,28266.0,1,0.127,0.5053,0.0,0.1667
TX,0,City,22180.0,134802.0,0,0,2.38,19.0,R2 Doctoral,59383.0,56.9,2,0.866,0.5,41.3,7446.0,9506.0,16952.0,42431.0,1,0.3148,0.2855,20251.0,0.0405
VT,0,Suburb,9068.0,60277.0,1,0,3.85,99.0,Regional Comprehensive,49235.0,466.4,2,0.866,0.5,58.2,25713.0,6605.0,32318.0,16917.0,0,0.2807,0.6564,7849.0,0.0476
CA,0,City,7201.0,18949.0,0,1,2.57,55.0,Regional Comprehensive,35712.0,64.6,1,0.5,0.866,63.0,11418.0,8948.0,20366.0,15346.0,0,0.8099,0.5703,8145.0,0.0566
WA,0,Rural,15852.0,66944.0,1,0,2.52,68.0,R1 Research,72408.0,820.5,9,-1.0,-0.0,55.2,18308.0,8776.0,27084.0,45324.0,0,0.677,0.374,29472.0,0.0648
MA,0,City,43606.0,193320.0,0,0,3.15,38.0,Regional Comprehensive,49954.0,113.0,12,-0.0,1.0,34.3,15585.0,1686.0,17271.0,32683.0,1,0.1691,0.3457,0.0,0.0513
TN,0,City,5755.0,36019.0,1,1,3.53,75.0,Liberal Arts College,64477.0,84.4,1,0.5,0.866,75.9,27880.0,27042.0,54922.0,9555.0,0,0.2653,0.8518,3800.0,0.0957
FL,0,Rural,7565.0,66794.0,0,1,3.74,72.0,Community College,16128.0,132.8,5,0.5,-0.866,61.9,1243.0,2996.0,4239.0,11889.0,1,0.178,0.2628,4324.0,0.1271
MO,0,Suburb,18814.0,70895.0,0,0,2.97,62.0,Community College,16074.0,84.4,3,1.0,0.0,89.5,3039.0,0.0,3039.0,13035.0,1,0.1839,0.1891,0.0,0.1031
FL,0,Suburb,30330.0,124036.0,0,0,3.21,78.0,R2 Doctoral,46705.0,413.4,3,1.0,0.0,73.9,18303.0,3059.0,21362.0,25343.0,1,0.2043,0.4574,0.0,0.0752
LA,0,City,8810.0,47609.0,0,1,1.93,14.0,Liberal Arts College,82552.0,321.2,8,-0.866,-0.5,74.3,13775.0,39291.0,53066.0,29486.0,1,0.6193,0.6428,20676.0,0.1316
FL,0,Suburb,3974.0,33659.0,0,1,3.39,65.0,Liberal Arts College,78662.0,397.2,8,-0.866,-0.5,73.6,32139.0,26670.0,58809.0,19853.0,0,0.5898,0.7476,15879.0,0.069
IN,0,City,19410.0,94883.0,0,0,3.37,62.0,Community College,15815.0,153.8,1,0.5,0.866,42.9,2768.0,0.0,2768.0,13047.0,1,0.1375,0.175,0.0,0.1064
MN,0,Suburb,7267.0,36856.0,0,1,3.41,68.0,R1 Research,55255.0,78.5,11,-0.5,0.866,46.2,15058.0,19324.0,34382.0,20873.0,0,0.5663,0.6222,13606.0,0.0379
TX,0,Suburb,-1500.0,16788.0,1,1,2.86,54.0,R1 Research,64027.0,125.5,1,0.5,0.866,59.8,13939.0,18037.0,31976.0,32051.0,0,1.9092,0.4994,33551.0,0.2
FL,0,Suburb,50028.0,236823.0,0,0,3.59,82.0,R2 Doctoral,62264.0,81.0,3,1.0,0.0,79.8,27765.0,3172.0,30937.0,31327.0,1,0.1323,0.4969,0.0,0.0588
MN,0,City,21569.0,122696.0,0,0,2.88,69.0,R2 Doctoral,48733.0,591.0,1,0.5,0.866,64.6,19528.0,6255.0,25783.0,22950.0,0,0.187,0.5291,1381.0,0.0647
CA,0,City,35835.0,244272.0,0,0,3.2,60.0,Liberal Arts College,59086.0,362.9,6,0.0,-1.0,57.7,23452.0,5490.0,28942.0,30144.0,0,0.1234,0.4898,0.0,0.0568
TX,0,Town,15299.0,118100.0,0,0,2.48,47.0,Community College,18487.0,115.1,3,1.0,0.0,59.2,3378.0,589.0,3967.0,14520.0,1,0.1229,0.2146,0.0,0.1333
GA,0,City,16561.0,102730.0,1,0,1.5,,Regional Comprehensive,39201.0,47.9,1,0.5,0.866,85.5,2720.0,4855.0,7575.0,31626.0,1,0.3079,0.1932,15065.0,0.0652
MS,0,City,15673.0,82131.0,0,0,3.53,58.0,Regional Comprehensive,52224.0,638.9,2,0.866,0.5,43.4,21442.0,6357.0,27799.0,24425.0,0,0.2974,0.5323,8752.0,0.0875
NJ,0,Suburb,12058.0,55053.0,1,0,3.41,83.0,Regional Comprehensive,45245.0,146.3,2,0.866,0.5,66.1,21172.0,8874.0,30046.0,15199.0,1,0.2761,0.6641,3141.0,0.0662
IL,0,Suburb,22891.0,91009.0,0,0,2.07,25.0,R1 Research,67678.0,110.5,6,0.0,-1.0,84.6,9280.0,10282.0,19562.0,48116.0,1,0.5287,0.289,25225.0,0.2
ME,0,Town,11977.0,42263.0,1,0,2.67,35.0,Regional Comprehensive,42909.0,644.8,6,0.0,-1.0,71.0,11209.0,8091.0,19300.0,23609.0,1,0.5586,0.4498,11632.0,0.1231
GA,0,Suburb,-1500.0,29148.0,0,1,3.1,47.0,R1 Research,65716.0,74.2,4,0.866,-0.5,53.0,15928.0,18793.0,34721.0,30995.0,0,1.0634,0.5283,32495.0,0.05
OH,1,Rural,7884.0,49553.0,1,1,2.54,31.0,R1 Research,52605.0,26.2,9,-1.0,-0.0,64.1,9937.0,18027.0,27964.0,24641.0,0,0.4973,0.5316,16757.0,0.0943
OH,1,Suburb,17811.0,159512.0,1,0,3.26,68.0,Liberal Arts College,86100.0,28.8,1,0.5,0.866,40.3,32316.0,15093.0,47409.0,38691.0,0,0.2426,0.5506,20880.0,0.0938
NY,0,Town,5860.0,25917.0,0,1,2.53,39.0,Regional Comprehensive,48844.0,31.8,6,0.0,-1.0,45.8,13049.0,16595.0,29644.0,19200.0,1,0.7408,0.6069,13340.0,0.0286
NY,0,Town,898.0,26216.0,0,1,3.41,52.0,Regional Comprehensive,43534.0,176.5,6,0.0,-1.0,52.3,17188.0,15760.0,32948.0,10586.0,0,0.4038,0.7568,9688.0,0.0745
IN,0,City,16393.0,96350.0,0,0,3.67,64.0,Liberal Arts College,78076.0,56.9,3,1.0,0.0,40.8,31833.0,14471.0,46304.0,31772.0,0,0.3298,0.5931,15379.0,0.021
CA,0,Rural,11577.0,46683.0,0,0,2.85,51.0,Regional Comprehensive,41137.0,69.6,10,-0.866,0.5,66.5,13345.0,8240.0,21585.0,19552.0,1,0.4188,0.5247,7975.0,0.1442
TN,0,Town,11242.0,89282.0,0,0,2.58,47.0,R2 Doctoral,61355.0,60.5,1,0.5,0.866,41.2,16145.0,8306.0,24451.0,36904.0,0,0.4133,0.3985,25662.0,0.0333
TX,0,Suburb,15559.0,128373.0,1,0,2.8,37.0,Liberal Arts College,42122.0,68.4,8,-0.866,-0.5,81.5,9864.0,5488.0,15352.0,26770.0,1,0.2085,0.3645,11211.0,0.0593
IL,0,City,5583.0,87755.0,1,1,2.94,34.0,R2 Doctoral,51674.0,52.5,2,0.866,0.5,75.2,14432.0,15153.0,29585.0,22089.0,1,0.2517,0.5725,16506.0,0.0429
TX,0,City,12207.0,39926.0,0,0,3.06,58.0,R1 Research,60975.0,164.3,1,0.5,0.866,50.6,14861.0,6861.0,21722.0,39253.0,0,0.9831,0.3562,27046.0,0.2667
NJ,0,Suburb,34613.0,158532.0,0,0,2.14,,Community College,20828.0,107.6,1,0.5,0.866,53.2,302.0,0.0,302.0,20526.0,1,0.1295,0.0145,0.0,0.0155
MD,0,Suburb,16400.0,107401.0,0,0,2.31,24.0,Community College,18538.0,133.3,2,0.866,0.5,61.3,1980.0,332.0,2312.0,16226.0,1,0.1511,0.1247,0.0,0.0211
PA,0,Suburb,8197.0,64172.0,1,1,1.75,15.0,Regional Comprehensive,36280.0,1500.2,5,0.5,-0.866,79.0,7632.0,9772.0,17404.0,18876.0,0,0.2941,0.4797,10679.0,0.0667
TX,0,Suburb,18956.0,61973.0,1,0,3.14,57.0,R1 Research,69193.0,107.6,5,0.5,-0.866,61.6,17737.0,10011.0,27748.0,41445.0,0,0.6688,0.401,22489.0,0.0882
FL,0,Suburb,29513.0,82395.0,1,0,3.23,43.0,Regional Comprehensive,43998.0,239.1,1,0.5,0.866,84.4,14539.0,3836.0,18375.0,25623.0,0,0.311,0.4176,0.0,0.1277
AL,0,City,10406.0,50280.0,1,0,2.69,63.0,Regional Comprehensive,50681.0,269.5,2,0.866,0.5,65.3,19284.0,10759.0,30043.0,20638.0,0,0.4105,0.5928,10232.0,0.1613
FL,0,City,-1347.0,19449.0,0,1,2.39,32.0,Regional Comprehensive,45268.0,118.6,1,0.5,0.866,74.0,11848.0,15390.0,27238.0,18030.0,0,0.927,0.6017,19377.0,0.1429
CO,0,City,29999.0,108025.0,0,0,1.99,19.0,R2 Doctoral,54392.0,168.9,10,-0.866,0.5,80.3,9541.0,3697.0,13238.0,41154.0,0,0.381,0.2434,11155.0,0.0721
NY,0,Town,13448.0,103501.0,1,0,3.57,88.0,Regional Comprehensive,44224.0,129.5,10,-0.866,0.5,62.2,23445.0,8349.0,31794.0,12430.0,0,0.1201,0.7189,0.0,0.0144
TX,0,Suburb,-303.0,12007.0,0,1,3.69,79.0,Community College,12700.0,156.7,2,0.866,0.5,42.6,1560.0,5155.0,6715.0,5985.0,1,0.4985,0.5287,6288.0,0.0476
MD,0,Rural,5266.0,90916.0,1,1,3.19,59.0,R2 Doctoral,49683.0,68.4,11,-0.5,0.866,54.0,18137.0,18801.0,36938.0,12745.0,1,0.1402,0.7435,7479.0,0.0574
GA,0,Town,58713.0,222942.0,0,0,3.48,89.0,Community College,13485.0,75.4,1,0.5,0.866,97.3,1128.0,0.0,1128.0,12357.0,1,0.0554,0.0836,0.0,0.1176
CA,0,Town,292.0,27948.0,0,1,2.64,31.0,Regional Comprehensive,53030.0,129.0,4,0.866,-0.5,50.6,13506.0,28390.0,41896.0,11134.0,0,0.3984,0.79,10842.0,0.0417
WV,0,Suburb,15500.0,59709.0,0,0,2.36,43.0,R2 Doctoral,51696.0,16.0,7,-0.5,-0.866,24.1,14023.0,9886.0,23909.0,27787.0,1,0.4654,0.4625,12287.0,0.008
TX,0,Town,5384.0,55214.0,1,1,3.31,52.0,Community College,20035.0,609.6,3,1.0,0.0,47.5,2931.0,7823.0,10754.0,9281.0,0,0.1681,0.5368,3897.0,0.0483
PA,0,Rural,38885.0,208042.0,0,0,3.18,52.0,R1 Research,60680.0,1225.1,1,0.5,0.866,58.1,14884.0,5174.0,20058.0,40622.0,1,0.1953,0.3306,1737.0,0.3939
IL,0,Town,32200.0,141080.0,0,0,3.01,59.0,Liberal Arts College,70701.0,151.5,8,-0.866,-0.5,64.8,24922.0,9252.0,34174.0,36527.0,1,0.2589,0.4834,4327.0,0.1892
NC,0,City,4880.0,33441.0,1,1,3.69,99.0,Regional Comprehensive,42419.0,254.8,9,-1.0,-0.0,79.7,22551.0,12392.0,34943.0,7476.0,0,0.2236,0.8238,2596.0,0.1698
MN,0,Suburb,25435.0,80525.0,0,0,3.0,57.0,R1 Research,74551.0,394.2,2,0.866,0.5,46.9,18286.0,9145.0,27431.0,47120.0,0,0.5852,0.3679,21685.0,0.0446
CA,0,City,60838.0,330355.0,0,0,2.89,33.0,Liberal Arts College,73046.0,31.5,1,0.5,0.866,86.3,18260.0,2153.0,20413.0,52633.0,0,0.1593,0.2795,0.0,0.0941
MS,0,City,7574.0,40143.0,1,1,3.12,69.0,Regional Comprehensive,40948.0,335.8,11,-0.5,0.866,70.3,15880.0,13749.0,29629.0,11319.0,1,0.282,0.7236,3745.0,0.0909
MA,0,Suburb,8073.0,62440.0,1,1,3.03,46.0,Liberal Arts College,53943.0,81.0,1,0.5,0.866,85.4,16982.0,13121.0,30103.0,23840.0,0,0.3818,0.5581,15767.0,0.1059
NM,0,Town,16638.0,91101.0,1,0,3.3,75.0,Regional Comprehensive,53908.0,1404.0,2,0.866,0.5,83.2,21661.0,9758.0,31419.0,22489.0,0,0.2469,0.5828,5851.0,0.0889
AL,0,City,-760.0,40569.0,0,1,2.81,52.0,Community College,17063.0,104.0,3,1.0,0.0,53.7,0.0,9770.0,9770.0,7293.0,1,0.1798,0.5726,8053.0,0.0619
MS,0,City,73987.0,224023.0,1,0,3.53,56.0,R1 Research,66198.0,328.8,3,1.0,0.0,97.0,15580.0,0.0,15580.0,50618.0,0,0.226,0.2354,0.0,0.1972
WA,0,Rural,9377.0,44787.0,1,0,3.15,65.0,Regional Comprehensive,41244.0,105.1,4,0.866,-0.5,87.3,18618.0,6284.0,24902.0,16342.0,1,0.3649,0.6038,6965.0,0.0941
PA,0,City,1531.0,23153.0,1,1,2.99,39.0,Regional Comprehensive,50166.0,1272.0,2,0.866,0.5,67.2,18992.0,23329.0,42321.0,7845.0,0,0.3388,0.8436,6314.0,0.2222
OH,1,City,7574.0,43132.0,1,1,3.28,83.0,Community College,16703.0,21.4,3,1.0,0.0,90.0,2733.0,3713.0,6446.0,10257.0,1,0.2378,0.3859,2683.0,0.0952
MA,0,Town,17232.0,100728.0,0,0,3.89,68.0,Community College,17146.0,430.6,11,-0.5,0.866,100.0,2119.0,0.0,2119.0,15027.0,0,0.1492,0.1236,0.0,0.0484
OH,1,Town,10488.0,35430.0,0,0,3.85,85.0,Regional Comprehensive,30787.0,70.8,10,-0.866,0.5,72.4,17559.0,5025.0,22584.0,8203.0,0,0.2315,0.7336,0.0,0.1429
MD,0,Suburb,8399.0,78244.0,0,1,3.15,48.0,R2 Doctoral,61780.0,193.7,1,0.5,0.866,28.1,17323.0,14943.0,32266.0,29514.0,0,0.3772,0.5223,21115.0,0.0889
CA,0,Suburb,16153.0,94375.0,0,0,3.2,81.0,Regional Comprehensive,43791.0,161.1,9,-1.0,-0.0,26.4,20437.0,6675.0,27112.0,16679.0,0,0.1767,0.6191,526.0,0.0556
LA,0,Suburb,3558.0,26359.0,0,1,3.78,65.0,Liberal Arts College,74962.0,62.9,4,0.866,-0.5,65.3,31755.0,22719.0,54474.0,20488.0,1,0.7773,0.7267,16930.0,0.1304
TX,0,City,7720.0,41946.0,0,1,3.56,99.0,R1 Research,68677.0,15.0,1,0.5,0.866,46.6,24018.0,23770.0,47788.0,20889.0,1,0.498,0.6958,13169.0,0.041
KS,0,Town,19716.0,80923.0,1,0,1.92,9.0,Community College,17194.0,391.5,9,-1.0,-0.0,46.6,0.0,0.0,0.0,17194.0,1,0.2125,0.0,0.0,0.0575
TX,0,Town,13568.0,104374.0,1,0,2.22,18.0,Regional Comprehensive,52188.0,75.8,1,0.5,0.866,71.2,12542.0,10745.0,23287.0,28901.0,1,0.2769,0.4462,15333.0,0.0879
TX,0,Suburb,6739.0,42705.0,1,1,2.33,40.0,Regional Comprehensive,40214.0,432.7,2,0.866,0.5,59.3,10293.0,16671.0,26964.0,13250.0,1,0.3103,0.6705,6511.0,0.1043
AL,0,City,8417.0,70212.0,0,1,3.89,88.0,Regional Comprehensive,45666.0,183.3,1,0.5,0.866,78.4,22976.0,12033.0,35009.0,10657.0,1,0.1518,0.7666,2240.0,0.1944
AL,0,City,10687.0,51306.0,1,0,3.34,57.0,Community College,16965.0,446.8,8,-0.866,-0.5,78.4,0.0,1008.0,1008.0,15957.0,1,0.311,0.0594,5270.0,0.1509
MD,0,City,21572.0,106303.0,1,0,3.29,56.0,Regional Comprehensive,46559.0,294.1,7,-0.5,-0.866,43.0,19145.0,4356.0,23501.0,23058.0,0,0.2169,0.5048,1486.0,0.0588
WV,0,City,18387.0,91489.0,0,0,3.82,80.0,R2 Doctoral,54151.0,15.0,10,-0.866,0.5,60.0,23462.0,8420.0,31882.0,22269.0,1,0.2434,0.5888,3882.0,0.1522
FL,0,City,13163.0,48103.0,0,0,3.01,46.0,Liberal Arts College,76945.0,241.7,4,0.866,-0.5,51.4,25376.0,16442.0,41818.0,35127.0,0,0.7302,0.5435,21964.0,0.2941
LA,0,Town,14038.0,88830.0,1,0,2.61,51.0,R1 Research,70542.0,88.3,3,1.0,0.0,78.2,14772.0,11704.0,26476.0,44066.0,1,0.4961,0.3753,30028.0,0.0957
PA,0,City,15433.0,46767.0,0,0,2.51,37.0,Regional Comprehensive,38908.0,430.6,4,0.866,-0.5,56.4,10600.0,5821.0,16421.0,22487.0,0,0.4808,0.422,7054.0,0.0476
MI,0,Suburb,14595.0,87492.0,1,0,2.39,38.0,R2 Doctoral,54119.0,235.7,1,0.5,0.866,83.8,11703.0,6781.0,18484.0,35635.0,0,0.4073,0.3415,21040.0,0.4118
OH,1,Suburb,15838.0,88374.0,0,0,2.48,30.0,Liberal Arts College,42301.0,69.1,9,-1.0,-0.0,54.4,10546.0,6779.0,17325.0,24976.0,0,0.2826,0.4096,9138.0,0.2564
CA,0,Town,71293.0,347025.0,0,0,3.56,85.0,Community College,18925.0,95.2,10,-0.866,0.5,83.1,2737.0,0.0,2737.0,16188.0,0,0.0466,0.1446,0.0,0.1368
VA,0,Rural,11890.0,49409.0,0,0,2.81,39.0,Community College,17102.0,48.6,1,0.5,0.866,67.6,1085.0,1289.0,2374.0,14728.0,1,0.2981,0.1388,2838.0,0.1311
WI,0,Suburb,8068.0,56857.0,1,1,1.5,,R1 Research,67704.0,80.4,11,-0.5,0.866,30.3,3064.0,18558.0,21622.0,46082.0,0,0.8105,0.3194,38014.0,0.0486
TX,0,City,7276.0,39498.0,1,1,1.9,7.0,R1 Research,69971.0,19.1,3,1.0,0.0,75.2,6665.0,18902.0,25567.0,44404.0,0,1.1242,0.3654,37128.0,0.0737
MS,0,Town,6552.0,29923.0,1,1,3.05,75.0,Community College,18737.0,68.2,2,0.866,0.5,60.5,158.0,5002.0,5160.0,13577.0,1,0.4537,0.2754,7025.0,0.0469
MI,0,City,9179.0,45313.0,0,0,3.35,61.0,Regional Comprehensive,33462.0,27.2,1,0.5,0.866,26.4,12762.0,5984.0,18746.0,14716.0,1,0.3248,0.5602,5537.0,0.0526
TX,0,City,21296.0,101607.0,1,0,3.22,56.0,R2 Doctoral,52224.0,28.0,12,-0.0,1.0,51.1,16029.0,5594.0,21623.0,30601.0,0,0.3012,0.414,9305.0,0.1
MA,0,City,15102.0,107042.0,0,0,3.06,60.0,Regional Comprehensive,45042.0,143.2,6,0.0,-1.0,68.2,17082.0,4837.0,21919.0,23123.0,0,0.216,0.4866,8021.0,0.0729
TX,0,Rural,17481.0,77877.0,0,0,2.51,35.0,Liberal Arts College,90233.0,222.0,5,0.5,-0.866,73.2,23471.0,11773.0,35244.0,54989.0,1,0.7061,0.3906,37508.0,0.2609
CA,0,City,10496.0,50871.0,1,0,1.5,,Liberal Arts College,100374.0,122.5,1,0.5,0.866,78.8,9894.0,16395.0,26289.0,74085.0,0,1.4563,0.2619,63589.0,0.3243
IN,0,Suburb,3151.0,44124.0,0,1,1.98,,Regional Comprehensive,52831.0,75.0,9,-1.0,-0.0,55.3,6658.0,25678.0,32336.0,20495.0,1,0.4645,0.6121,17344.0,0.1077
CA,0,Suburb,9961.0,32529.0,0,0,2.87,60.0,Regional Comprehensive,40579.0,46.9,5,0.5,-0.866,52.5,14727.0,5947.0,20674.0,19905.0,0,0.6119,0.5095,9944.0,0.175
CA,0,Suburb,10520.0,42152.0,0,0,3.83,71.0,R1 Research,74739.0,90.8,2,0.866,0.5,45.6,23788.0,10373.0,34161.0,40578.0,1,0.9627,0.4571,30058.0,0.0612
MD,0,City,-1500.0,24773.0,1,1,3.12,71.0,Community College,21207.0,53.4,5,0.5,-0.866,78.3,3286.0,8499.0,11785.0,9422.0,0,0.3803,0.5557,10922.0,0.4194
CA,0,Rural,48716.0,167319.0,0,0,2.47,29.0,Community College,20093.0,118.6,1,0.5,0.866,75.4,3540.0,0.0,3540.0,16553.0,1,0.0989,0.1762,0.0,0.0659
AL,0,Town,52236.0,236274.0,0,0,3.85,57.0,Community College,18348.0,25.6,3,1.0,0.0,50.4,5927.0,0.0,5927.0,12421.0,0,0.0526,0.323,0.0,0.0926
SC,0,Suburb,3111.0,15618.0,0,1,2.62,49.0,R2 Doctoral,56467.0,264.6,1,0.5,0.866,89.4,17786.0,18710.0,36496.0,19971.0,0,1.2787,0.6463,16860.0,0.3148
TX,0,Suburb,12308.0,77518.0,0,0,2.44,44.0,R2 Doctoral,57188.0,69.9,1,0.5,0.866,79.1,14508.0,6549.0,21057.0,36131.0,1,0.4661,0.3682,23823.0,0.0893
MI,0,Town,19171.0,76599.0,0,0,2.14,30.0,Regional Comprehensive,41411.0,188.1,12,-0.0,1.0,69.5,8388.0,3814.0,12202.0,29209.0,0,0.3813,0.2947,10038.0,0.0978
CA,0,Town,20891.0,73155.0,1,0,3.38,63.0,Regional Comprehensive,45399.0,321.6,2,0.866,0.5,65.5,18479.0,4011.0,22490.0,22909.0,0,0.3132,0.4954,2018.0,0.2
AZ,0,Suburb,10875.0,41078.0,1,0,3.09,54.0,R2 Doctoral,47551.0,178.8,1,0.5,0.866,100.0,15348.0,9186.0,24534.0,23017.0,1,0.5603,0.516,12142.0,0.1584
CA,0,Suburb,27771.0,131427.0,0,0,2.47,29.0,Liberal Arts College,99156.0,293.2,2,0.866,0.5,47.3,22972.0,14352.0,37324.0,61832.0,0,0.4705,0.3764,34061.0,0.3077
KS,0,City,15212.0,84588.0,0,0,2.65,32.0,R1 Research,67398.0,15.0,3,1.0,0.0,22.7,12062.0,8956.0,21018.0,46380.0,1,0.5483,0.3118,31168.0,0.1132
TX,0,City,17733.0,132530.0,0,0,3.59,81.0,R1 Research,75817.0,75.5,1,0.5,0.866,79.2,25445.0,12123.0,37568.0,38249.0,1,0.2886,0.4955,20516.0,0.0476
TN,0,City,9751.0,37012.0,1,0,3.71,79.0,Community College,19283.0,403.5,5,0.5,-0.866,80.6,2486.0,2601.0,5087.0,14196.0,0,0.3836,0.2638,4445.0,0.0971
TX,0,City,6559.0,23251.0,1,1,2.89,45.0,R2 Doctoral,56086.0,216.3,4,0.866,-0.5,79.5,16329.0,13895.0,30224.0,25862.0,0,1.1123,0.5389,19303.0,0.0276
TX,0,City,17777.0,86089.0,0,0,2.98,45.0,Community College,20259.0,882.5,2,0.866,0.5,84.3,1695.0,488.0,2183.0,18076.0,0,0.21,0.1078,299.0,0.1061
GA,0,Rural,2748.0,31467.0,0,1,2.85,51.0,Regional Comprehensive,49585.0,758.6,10,-0.866,0.5,75.6,14203.0,18000.0,32203.0,17382.0,0,0.5524,0.6495,14634.0,0.2241
VA,0,Town,27791.0,134499.0,0,0,3.85,99.0,Regional Comprehensive,45004.0,173.5,2,0.866,0.5,83.8,21896.0,3187.0,25083.0,19921.0,1,0.1481,0.5574,0.0,0.15
WY,0,Town,4168.0,13614.0,1,1,2.1,22.0,R1 Research,78455.0,97.2,1,0.5,0.866,74.0,11665.0,30987.0,42652.0,35803.0,0,2.6299,0.5436,31635.0,0.3023
CA,0,Suburb,6173.0,44921.0,1,1,3.3,49.0,Regional Comprehensive,46736.0,46.3,1,0.5,0.866,74.0,17259.0,20007.0,37266.0,9470.0,0,0.2108,0.7974,3297.0,0.1493
CA,0,Suburb,4847.0,40398.0,0,1,3.43,71.0,Community College,15561.0,76.9,9,-1.0,-0.0,58.4,2259.0,5449.0,7708.0,7853.0,0,0.1944,0.4953,3006.0,0.0611
PA,0,City,17257.0,49548.0,1,0,3.11,65.0,Liberal Arts College,76444.0,82.5,2,0.866,0.5,85.5,29146.0,11365.0,40511.0,35933.0,1,0.7252,0.5299,18676.0,0.1757
PA,0,Suburb,25065.0,75962.0,1,0,3.21,72.0,R2 Doctoral,54192.0,68.0,11,-0.5,0.866,45.5,20277.0,6692.0,26969.0,27223.0,0,0.3584,0.4977,2158.0,0.1048
CT,0,City,27750.0,83725.0,0,0,2.96,60.0,R1 Research,76804.0,48.3,1,0.5,0.866,60.6,19401.0,8108.0,27509.0,49295.0,0,0.5888,0.3582,21545.0,0.0449
NV,0,Suburb,14694.0,99769.0,0,0,2.31,31.0,R1 Research,77585.0,193.2,4,0.866,-0.5,41.3,14860.0,14956.0,29816.0,47769.0,1,0.4788,0.3843,33075.0,0.25
